PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,H1,H1 length,No. of H1,Is indexable page
20,https://createmy-qr.com/ms/kedai-aplikasi-kod-qr-untuk-muat-turun-permainan,"Kod QR App Store untuk Muat Turun Permainan Mudah Alih | CreateMy-QR
Kod QR App Store untuk Muat Turun Permainan Mudah Alih | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR App Store untuk Muat Turun Permainan Mudah Alih
Kod QR App Store untuk Muat Turun Permainan Mudah Alih","54
54",2,true
20,https://createmy-qr.com/tr/musteri-destegi-icin-whatsapp-qr-kodu,"Müşteri Desteği için WhatsApp QR Kodu | CreateMy-QR
Müşteri Desteği için WhatsApp QR Kodu | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Müşteri Desteği için WhatsApp QR Kodu
Müşteri Desteği için WhatsApp QR Kodu","37
37",2,true
20,https://createmy-qr.com/fi/vcard-qr-koodi-kiinteistonvalittajille,"vCard QR-koodi kiinteistönvälittäjille | CreateMy-QR
vCard QR-koodi kiinteistönvälittäjille | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"vCard QR-koodi kiinteistönvälittäjille
vCard QR-koodi kiinteistönvälittäjille","38
38",2,true
20,https://createmy-qr.com/uk/whatsapp-qr-code-for-customer-support,"QR-код WhatsApp для підтримки клієнтів | CreateMy-QR
QR-код WhatsApp для підтримки клієнтів | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"QR-код WhatsApp для підтримки клієнтів
QR-код WhatsApp для підтримки клієнтів","38
38",2,true
20,https://createmy-qr.com/bn/whatsapp-qr-code-for-customer-support,"গ্রাহক সহায়তার জন্য WhatsApp QR কোড | CreateMy-QR
গ্রাহক সহায়তার জন্য WhatsApp QR কোড | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"গ্রাহক সহায়তার জন্য WhatsApp QR কোড
গ্রাহক সহায়তার জন্য WhatsApp QR কোড","36
36",2,true
20,https://createmy-qr.com/pl/wyslij-e-mail-z-kodem-qr-umozliwiajacym-zapisanie-sie-do-newslettera,"Wyślij e-mail z kodem QR umożliwiającym subskrypcję biuletynu | CreateMy-QR
Wyślij e-mail z kodem QR umożliwiającym subskrypcję biuletynu | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Wyślij e-mail z kodem QR umożliwiającym subskrypcję biuletynu
Wyślij e-mail z kodem QR umożliwiającym subskrypcję biuletynu","61
61",2,true
20,https://createmy-qr.com/nl/paypal-qr-code-voor-donaties,"PayPal QR-code voor non-profitorganisaties en donaties | CreateMy-QR
PayPal QR-code voor non-profitorganisaties en donaties | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"PayPal QR-code voor non-profitorganisaties en donaties
PayPal QR-code voor non-profitorganisaties en donaties","54
54",2,true
20,https://createmy-qr.com/bn/vcard-qr-code-for-real-estate-agents,"রিয়েল এস্টেট এজেন্টদের জন্য vCard QR কোড | CreateMy-QR
রিয়েল এস্টেট এজেন্টদের জন্য vCard QR কোড | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"রিয়েল এস্টেট এজেন্টদের জন্য vCard QR কোড
রিয়েল এস্টেট এজেন্টদের জন্য vCard QR কোড","41
41",2,true
20,https://createmy-qr.com/id/kode-qr-email-untuk-pendaftaran-buletin,"Email Kode QR untuk Pendaftaran Buletin | CreateMy-QR
Email Kode QR untuk Pendaftaran Buletin | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Email Kode QR untuk Pendaftaran Buletin
Email Kode QR untuk Pendaftaran Buletin","39
39",2,true
20,https://createmy-qr.com/fi/url-qr-koodi-tapahtumalippujen-rekisterointia-varten,"URL QR-koodi tapahtumalippuja ja ilmoittautumista varten | CreateMy-QR
URL QR-koodi tapahtumalippuja ja ilmoittautumista varten | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"URL QR-koodi tapahtumalippuja ja ilmoittautumista varten
URL QR-koodi tapahtumalippuja ja ilmoittautumista varten","56
56",2,true
20,https://createmy-qr.com/pt/google-revisa-o-codigo-qr-para-empresas-locais,"Código QR de revisão do Google para empresas locais | CreateMy-QR
Código QR de revisão do Google para empresas locais | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Código QR de revisão do Google para empresas locais
Código QR de revisão do Google para empresas locais","51
51",2,true
20,https://createmy-qr.com/no/app-store-qr-kode-for-nedlasting-av-spill,"App Store QR-kode for mobilspillnedlastinger | CreateMy-QR
App Store QR-kode for mobilspillnedlastinger | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"App Store QR-kode for mobilspillnedlastinger
App Store QR-kode for mobilspillnedlastinger","44
44",2,true
20,https://createmy-qr.com/fr/code-qr-paypal-pour-les-dons,"Code QR PayPal pour les organisations à but non lucratif et les dons | CreateMy-QR
Code QR PayPal pour les organisations à but non lucratif et les dons | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Code QR PayPal pour les organisations à but non lucratif et les dons
Code QR PayPal pour les organisations à but non lucratif et les dons","68
68",2,true
20,https://createmy-qr.com/ru/google-review-qr-code-for-local-business,"Google Review QR-код для местного бизнеса | CreateMy-QR
Google Review QR-код для местного бизнеса | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google Review QR-код для местного бизнеса
Google Review QR-код для местного бизнеса","41
41",2,true
20,https://createmy-qr.com/sv/url-qr-kod-for-registrering-av-evenemangsbiljetter,"URL QR-kod för evenemangsbiljetter och registrering | CreateMy-QR
URL QR-kod för evenemangsbiljetter och registrering | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"URL QR-kod för evenemangsbiljetter och registrering
URL QR-kod för evenemangsbiljetter och registrering","51
51",2,true
20,https://createmy-qr.com/tl/tl-email-qr-code-for-newsletter-signup,"[TL] Email QR Code for Newsletter Signups | CreateMy-QR
[TL] Email QR Code for Newsletter Signups | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"[TL] Email QR Code for Newsletter Signups
[TL] Email QR Code for Newsletter Signups","41
41",2,true
20,https://createmy-qr.com/no/e-post-qr-kode-for-pamelding-til-nyhetsbrev,"E-post QR-kode for nyhetsbrevregistrering | CreateMy-QR
E-post QR-kode for nyhetsbrevregistrering | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"E-post QR-kode for nyhetsbrevregistrering
E-post QR-kode for nyhetsbrevregistrering","41
41",2,true
20,https://createmy-qr.com/pl/kod-qr-whatsapp-do-obsugi-klienta,"Kod QR WhatsApp do obsługi klienta | CreateMy-QR
Kod QR WhatsApp do obsługi klienta | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR WhatsApp do obsługi klienta
Kod QR WhatsApp do obsługi klienta","34
34",2,true
20,https://createmy-qr.com/pt/codigo-qr-do-youtube-para-manuais-de-produtos,"Código QR de vídeo do YouTube para manuais de produtos | CreateMy-QR
Código QR de vídeo do YouTube para manuais de produtos | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Código QR de vídeo do YouTube para manuais de produtos
Código QR de vídeo do YouTube para manuais de produtos","54
54",2,true
20,https://createmy-qr.com/th/url-qr-code-for-event-tickets-registration,"URL รหัส QR สำหรับตั๋วกิจกรรมและการลงทะเบียน | CreateMy-QR
URL รหัส QR สำหรับตั๋วกิจกรรมและการลงทะเบียน | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"URL รหัส QR สำหรับตั๋วกิจกรรมและการลงทะเบียน
URL รหัส QR สำหรับตั๋วกิจกรรมและการลงทะเบียน","44
44",2,true
20,https://createmy-qr.com/cs/vcard-qr-kod-pro-realitni-maklere,"vCard QR kód pro realitní kanceláře | CreateMy-QR
vCard QR kód pro realitní kanceláře | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"vCard QR kód pro realitní kanceláře
vCard QR kód pro realitní kanceláře","35
35",2,true
20,https://createmy-qr.com/pt/codigo-qr-do-whatsapp-para-suporte-ao-cliente,"Código QR do WhatsApp para suporte ao cliente | CreateMy-QR
Código QR do WhatsApp para suporte ao cliente | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Código QR do WhatsApp para suporte ao cliente
Código QR do WhatsApp para suporte ao cliente","45
45",2,true
20,https://createmy-qr.com/uk/app-store-qr-code-for-game-downloads,"QR-код App Store для завантаження мобільних ігор | CreateMy-QR
QR-код App Store для завантаження мобільних ігор | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"QR-код App Store для завантаження мобільних ігор
QR-код App Store для завантаження мобільних ігор","48
48",2,true
20,https://createmy-qr.com/de/youtube-qr-code-fur-produkthandbucher,"YouTube-Video-QR-Code für Produkthandbücher | CreateMy-QR
YouTube-Video-QR-Code für Produkthandbücher | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"YouTube-Video-QR-Code für Produkthandbücher
YouTube-Video-QR-Code für Produkthandbücher","43
43",2,true
20,https://createmy-qr.com/zh/email-qr-code-for-newsletter-signup,"通过电子邮件发送 QR 码以进行新闻通讯注册 | CreateMy-QR
通过电子邮件发送 QR 码以进行新闻通讯注册 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"通过电子邮件发送 QR 码以进行新闻通讯注册
通过电子邮件发送 QR 码以进行新闻通讯注册","22
22",2,true
20,https://createmy-qr.com/nl/whatsapp-qr-code-voor-klantenondersteuning,"WhatsApp QR-code voor klantenondersteuning | CreateMy-QR
WhatsApp QR-code voor klantenondersteuning | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"WhatsApp QR-code voor klantenondersteuning
WhatsApp QR-code voor klantenondersteuning","42
42",2,true
20,https://createmy-qr.com/id/kode-qr-youtube-untuk-manual-produk,"Kode QR Video YouTube untuk Manual Produk | CreateMy-QR
Kode QR Video YouTube untuk Manual Produk | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kode QR Video YouTube untuk Manual Produk
Kode QR Video YouTube untuk Manual Produk","41
41",2,true
20,https://createmy-qr.com/hu/e-mailben-qr-kodot-a-hirlevelre-valo-feliratkozashoz,"QR-kód e-mailben a hírlevélre való feliratkozáshoz | CreateMy-QR
QR-kód e-mailben a hírlevélre való feliratkozáshoz | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"QR-kód e-mailben a hírlevélre való feliratkozáshoz
QR-kód e-mailben a hírlevélre való feliratkozáshoz","50
50",2,true
20,https://createmy-qr.com/ko/wifi-qr-code-for-cafe-hotel,"카페 및 호텔용 WiFi QR 코드 | CreateMy-QR
카페 및 호텔용 WiFi QR 코드 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"카페 및 호텔용 WiFi QR 코드
카페 및 호텔용 WiFi QR 코드","19
19",2,true
20,https://createmy-qr.com/id/kode-qr-paypal-untuk-donasi,"Kode QR PayPal untuk Nirlaba & Donasi | CreateMy-QR
Kode QR PayPal untuk Nirlaba & Donasi | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kode QR PayPal untuk Nirlaba & Donasi
Kode QR PayPal untuk Nirlaba & Donasi","37
37",2,true
20,https://createmy-qr.com/fr/url-code-qr-pour-linscription-des-billets-devenement,"URL QR Code pour les billets d'événements et l'inscription | CreateMy-QR
URL QR Code pour les billets d'événements et l'inscription | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"URL QR Code pour les billets d'événements et l'inscription
URL QR Code pour les billets d'événements et l'inscription","58
58",2,true
20,https://createmy-qr.com/fi/youtube-qr-koodi-tuoteoppaita-varten,"YouTube-videon QR-koodi tuoteoppaita varten | CreateMy-QR
YouTube-videon QR-koodi tuoteoppaita varten | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"YouTube-videon QR-koodi tuoteoppaita varten
YouTube-videon QR-koodi tuoteoppaita varten","43
43",2,true
20,https://createmy-qr.com/cs/e-mailem-qr-kod-pro-prihlaseni-k-odberu-newsletteru,"E-mail QR kód pro přihlášení k odběru newsletteru | CreateMy-QR
E-mail QR kód pro přihlášení k odběru newsletteru | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"E-mail QR kód pro přihlášení k odběru newsletteru
E-mail QR kód pro přihlášení k odběru newsletteru","49
49",2,true
20,https://createmy-qr.com/fr/code-qr-wifi-pour-cafe-hotel,"Code QR WiFi pour les cafés et les hôtels | CreateMy-QR
Code QR WiFi pour les cafés et les hôtels | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Code QR WiFi pour les cafés et les hôtels
Code QR WiFi pour les cafés et les hôtels","41
41",2,true
20,https://createmy-qr.com/ro/cod-qr-url-pentru-inregistrarea-biletelor-la-eveniment,"Cod QR URL pentru bilete la eveniment și înregistrare | CreateMy-QR
Cod QR URL pentru bilete la eveniment și înregistrare | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Cod QR URL pentru bilete la eveniment și înregistrare
Cod QR URL pentru bilete la eveniment și înregistrare","53
53",2,true
20,https://createmy-qr.com/tr/etkinlik-biletleri-kayd-icin-url-qr-kodu,"Etkinlik Biletleri ve Kayıt için URL QR Kodu | CreateMy-QR
Etkinlik Biletleri ve Kayıt için URL QR Kodu | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Etkinlik Biletleri ve Kayıt için URL QR Kodu
Etkinlik Biletleri ve Kayıt için URL QR Kodu","44
44",2,true
20,https://createmy-qr.com/de/url-qr-code-fur-die-registrierung-von-veranstaltungstickets,"URL-QR-Code für Veranstaltungstickets und Registrierung | CreateMy-QR
URL-QR-Code für Veranstaltungstickets und Registrierung | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"URL-QR-Code für Veranstaltungstickets und Registrierung
URL-QR-Code für Veranstaltungstickets und Registrierung","55
55",2,true
20,https://createmy-qr.com/ja/app-store-qr-code-for-game-downloads,"App Store QR Code for Mobile Game Downloads | CreateMy-QR
App Store QR Code for Mobile Game Downloads | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"App Store QR Code for Mobile Game Downloads
App Store QR Code for Mobile Game Downloads","43
43",2,true
20,https://createmy-qr.com/ms/ulasan-google-kod-qr-untuk-perniagaan-tempatan,"Google Semak Kod QR untuk Perniagaan Tempatan | CreateMy-QR
Google Semak Kod QR untuk Perniagaan Tempatan | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google Semak Kod QR untuk Perniagaan Tempatan
Google Semak Kod QR untuk Perniagaan Tempatan","45
45",2,true
20,https://createmy-qr.com/cs/whatsapp-qr-kod-pro-zakaznickou-podporu,"WhatsApp QR kód pro zákaznickou podporu | CreateMy-QR
WhatsApp QR kód pro zákaznickou podporu | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"WhatsApp QR kód pro zákaznickou podporu
WhatsApp QR kód pro zákaznickou podporu","39
39",2,true
20,https://createmy-qr.com/da/whatsapp-qr-kode-til-kundesupport,"WhatsApp QR-kode til kundesupport | CreateMy-QR
WhatsApp QR-kode til kundesupport | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"WhatsApp QR-kode til kundesupport
WhatsApp QR-kode til kundesupport","33
33",2,true
20,https://createmy-qr.com/ko/paypal-qr-code-for-donations,"비영리 및 기부를 위한 PayPal QR 코드 | CreateMy-QR
비영리 및 기부를 위한 PayPal QR 코드 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"비영리 및 기부를 위한 PayPal QR 코드
비영리 및 기부를 위한 PayPal QR 코드","25
25",2,true
20,https://createmy-qr.com/pl/url-kod-qr-do-rejestracji-biletow-na-wydarzenie,"Kod QR URL dla biletów na wydarzenia i rejestracji | CreateMy-QR
Kod QR URL dla biletów na wydarzenia i rejestracji | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR URL dla biletów na wydarzenia i rejestracji
Kod QR URL dla biletów na wydarzenia i rejestracji","50
50",2,true
20,https://createmy-qr.com/no/vcard-qr-kode-for-eiendomsmeglere,"vCard QR-kode for eiendomsmeglere | CreateMy-QR
vCard QR-kode for eiendomsmeglere | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"vCard QR-kode for eiendomsmeglere
vCard QR-kode for eiendomsmeglere","33
33",2,true
20,https://createmy-qr.com/ru/app-store-qr-code-for-game-downloads,"QR-код App Store для загрузки мобильных игр | CreateMy-QR
QR-код App Store для загрузки мобильных игр | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"QR-код App Store для загрузки мобильных игр
QR-код App Store для загрузки мобильных игр","43
43",2,true
20,https://createmy-qr.com/ar/vcard-qr-code-for-real-estate-agents,"vCard QR Code لوكلاء العقارات | CreateMy-QR
vCard QR Code لوكلاء العقارات | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"vCard QR Code لوكلاء العقارات
vCard QR Code لوكلاء العقارات","29
29",2,true
20,https://createmy-qr.com/pl/kod-qr-sklepu-z-aplikacjami-do-pobierania-gier,"Kod QR App Store do pobierania gier na urządzenia mobilne | CreateMy-QR
Kod QR App Store do pobierania gier na urządzenia mobilne | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR App Store do pobierania gier na urządzenia mobilne
Kod QR App Store do pobierania gier na urządzenia mobilne","57
57",2,true
20,https://createmy-qr.com/sv/whatsapp-qr-kod-for-kundsupport,"WhatsApp QR-kod för kundsupport | CreateMy-QR
WhatsApp QR-kod för kundsupport | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"WhatsApp QR-kod för kundsupport
WhatsApp QR-kod för kundsupport","31
31",2,true
20,https://createmy-qr.com/tr/google-yerel-isletmeler-icin-qr-kodunu-gozden-geciriyor,"Yerel İşletmeler için Google İnceleme QR Kodu | CreateMy-QR
Yerel İşletmeler için Google İnceleme QR Kodu | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Yerel İşletmeler için Google İnceleme QR Kodu
Yerel İşletmeler için Google İnceleme QR Kodu","45
45",2,true
20,https://createmy-qr.com/hi/url-qr-code-for-event-tickets-registration,"इवेंट टिकट और पंजीकरण के लिए यूआरएल क्यूआर कोड | CreateMy-QR
इवेंट टिकट और पंजीकरण के लिए यूआरएल क्यूआर कोड | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"इवेंट टिकट और पंजीकरण के लिए यूआरएल क्यूआर कोड
इवेंट टिकट और पंजीकरण के लिए यूआरएल क्यूआर कोड","46
46",2,true
20,https://createmy-qr.com/tr/emlakclar-icin-vcard-qr-kodu,"Emlakçılar için vCard QR Kodu | CreateMy-QR
Emlakçılar için vCard QR Kodu | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Emlakçılar için vCard QR Kodu
Emlakçılar için vCard QR Kodu","29
29",2,true
20,https://createmy-qr.com/tl/tl-vcard-qr-code-for-real-estate-agents,"[TL] vCard QR Code for Real Estate Agents | CreateMy-QR
[TL] vCard QR Code for Real Estate Agents | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"[TL] vCard QR Code for Real Estate Agents
[TL] vCard QR Code for Real Estate Agents","41
41",2,true
20,https://createmy-qr.com/th/pdf-qr-code-for-restaurant-menu,"PDF QR Code สำหรับเมนูร้านอาหาร | CreateMy-QR
PDF QR Code สำหรับเมนูร้านอาหาร | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"PDF QR Code สำหรับเมนูร้านอาหาร
PDF QR Code สำหรับเมนูร้านอาหาร","31
31",2,true
20,https://createmy-qr.com/nl/vcard-qr-code-voor-makelaars-in-onroerend-goed,"vCard QR-code voor makelaars in onroerend goed | CreateMy-QR
vCard QR-code voor makelaars in onroerend goed | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"vCard QR-code voor makelaars in onroerend goed
vCard QR-code voor makelaars in onroerend goed","46
46",2,true
20,https://createmy-qr.com/ar/app-store-qr-code-for-game-downloads,"رمز الاستجابة السريعة لمتجر التطبيقات لتنزيل ألعاب الهاتف المحمول | CreateMy-QR
رمز الاستجابة السريعة لمتجر التطبيقات لتنزيل ألعاب الهاتف المحمول | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"رمز الاستجابة السريعة لمتجر التطبيقات لتنزيل ألعاب الهاتف المحمول
رمز الاستجابة السريعة لمتجر التطبيقات لتنزيل ألعاب الهاتف المحمول","65
65",2,true
20,https://createmy-qr.com/fr/code-qr-pdf-pour-le-menu-du-restaurant,"Code QR PDF pour les menus des restaurants | CreateMy-QR
Code QR PDF pour les menus des restaurants | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Code QR PDF pour les menus des restaurants
Code QR PDF pour les menus des restaurants","42
42",2,true
20,https://createmy-qr.com/ro/cod-qr-youtube-pentru-manualele-produselor,"Codul QR video YouTube pentru manualele de produse | CreateMy-QR
Codul QR video YouTube pentru manualele de produse | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Codul QR video YouTube pentru manualele de produse
Codul QR video YouTube pentru manualele de produse","50
50",2,true
20,https://createmy-qr.com/ko/google-review-qr-code-for-local-business,"Google은 지역 비즈니스를 위한 QR 코드를 검토합니다. | CreateMy-QR
Google은 지역 비즈니스를 위한 QR 코드를 검토합니다. | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google은 지역 비즈니스를 위한 QR 코드를 검토합니다.
Google은 지역 비즈니스를 위한 QR 코드를 검토합니다.","33
33",2,true
20,https://createmy-qr.com/hu/youtube-qr-kod-a-termek-kezikonyvehez,"YouTube-videó QR-kód a termékkézikönyvekhez | CreateMy-QR
YouTube-videó QR-kód a termékkézikönyvekhez | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"YouTube-videó QR-kód a termékkézikönyvekhez
YouTube-videó QR-kód a termékkézikönyvekhez","43
43",2,true
20,https://createmy-qr.com/pl/kod-qr-wi-fi-dla-kawiarni-hotelowej,"Kod QR Wi-Fi dla kawiarni i hoteli | CreateMy-QR
Kod QR Wi-Fi dla kawiarni i hoteli | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR Wi-Fi dla kawiarni i hoteli
Kod QR Wi-Fi dla kawiarni i hoteli","34
34",2,true
20,https://createmy-qr.com/hi/pdf-qr-code-for-restaurant-menu,"रेस्तरां मेनू के लिए पीडीएफ क्यूआर कोड | CreateMy-QR
रेस्तरां मेनू के लिए पीडीएफ क्यूआर कोड | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"रेस्तरां मेनू के लिए पीडीएफ क्यूआर कोड
रेस्तरां मेनू के लिए पीडीएफ क्यूआर कोड","38
38",2,true
20,https://createmy-qr.com/hi/email-qr-code-for-newsletter-signup,"न्यूज़लेटर साइनअप के लिए ईमेल क्यूआर कोड | CreateMy-QR
न्यूज़लेटर साइनअप के लिए ईमेल क्यूआर कोड | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"न्यूज़लेटर साइनअप के लिए ईमेल क्यूआर कोड
न्यूज़लेटर साइनअप के लिए ईमेल क्यूआर कोड","40
40",2,true
20,https://createmy-qr.com/pl/kod-qr-paypal-dla-darowizn,"Kod QR PayPal dla organizacji non-profit i darowizn | CreateMy-QR
Kod QR PayPal dla organizacji non-profit i darowizn | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR PayPal dla organizacji non-profit i darowizn
Kod QR PayPal dla organizacji non-profit i darowizn","51
51",2,true
20,https://createmy-qr.com/ja/pdf-qr-code-for-restaurant-menu,"レストランメニューのPDF QRコード | CreateMy-QR
レストランメニューのPDF QRコード | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"レストランメニューのPDF QRコード
レストランメニューのPDF QRコード","19
19",2,true
20,https://createmy-qr.com/tl/tl-youtube-qr-code-for-product-manuals,"[TL] YouTube Video QR Code for Product Manuals | CreateMy-QR
[TL] YouTube Video QR Code for Product Manuals | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"[TL] YouTube Video QR Code for Product Manuals
[TL] YouTube Video QR Code for Product Manuals","46
46",2,true
20,https://createmy-qr.com/zh/google-review-qr-code-for-local-business,"Google 审核本地企业的二维码 | CreateMy-QR
Google 审核本地企业的二维码 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google 审核本地企业的二维码
Google 审核本地企业的二维码","17
17",2,true
20,https://createmy-qr.com/no/wifi-qr-kode-for-kafehotell,"WiFi QR-kode for kafeer og hoteller | CreateMy-QR
WiFi QR-kode for kafeer og hoteller | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"WiFi QR-kode for kafeer og hoteller
WiFi QR-kode for kafeer og hoteller","35
35",2,true
20,https://createmy-qr.com/ko/app-store-qr-code-for-game-downloads,"모바일 게임 다운로드를 위한 App Store QR 코드 | CreateMy-QR
모바일 게임 다운로드를 위한 App Store QR 코드 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"모바일 게임 다운로드를 위한 App Store QR 코드
모바일 게임 다운로드를 위한 App Store QR 코드","31
31",2,true
20,https://createmy-qr.com/bn/url-qr-code-for-event-tickets-registration,"ইভেন্ট টিকেট এবং রেজিস্ট্রেশনের জন্য URL QR কোড | CreateMy-QR
ইভেন্ট টিকেট এবং রেজিস্ট্রেশনের জন্য URL QR কোড | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"ইভেন্ট টিকেট এবং রেজিস্ট্রেশনের জন্য URL QR কোড
ইভেন্ট টিকেট এবং রেজিস্ট্রেশনের জন্য URL QR কোড","47
47",2,true
20,https://createmy-qr.com/ms/kod-qr-pdf-untuk-menu-restoran,"Kod QR PDF untuk Menu Restoran | CreateMy-QR
Kod QR PDF untuk Menu Restoran | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Kod QR PDF untuk Menu Restoran
Kod QR PDF untuk Menu Restoran","30
30",2,true
20,https://createmy-qr.com/zh/app-store-qr-code-for-game-downloads,"App Store 手游二维码下载 | CreateMy-QR
App Store 手游二维码下载 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"App Store 手游二维码下载
App Store 手游二维码下载","17
17",2,true
20,https://createmy-qr.com/id/google-meninjau-kode-qr-untuk-bisnis-lokal,"Google Tinjau Kode QR untuk Bisnis Lokal | CreateMy-QR
Google Tinjau Kode QR untuk Bisnis Lokal | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google Tinjau Kode QR untuk Bisnis Lokal
Google Tinjau Kode QR untuk Bisnis Lokal","40
40",2,true
20,https://createmy-qr.com/ja/whatsapp-qr-code-for-customer-support,"カスタマーサポート用のWhatsApp QRコード | CreateMy-QR
カスタマーサポート用のWhatsApp QRコード | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"カスタマーサポート用のWhatsApp QRコード
カスタマーサポート用のWhatsApp QRコード","25
25",2,true
20,https://createmy-qr.com/tl/tl-url-qr-code-for-event-tickets-registration,"[TL] URL QR Code for Event Tickets & Registration | CreateMy-QR
[TL] URL QR Code for Event Tickets & Registration | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"[TL] URL QR Code for Event Tickets & Registration
[TL] URL QR Code for Event Tickets & Registration","49
49",2,true
20,https://createmy-qr.com/de/paypal-qr-code-fur-spenden,"PayPal-QR-Code für gemeinnützige Organisationen und Spenden | CreateMy-QR
PayPal-QR-Code für gemeinnützige Organisationen und Spenden | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"PayPal-QR-Code für gemeinnützige Organisationen und Spenden
PayPal-QR-Code für gemeinnützige Organisationen und Spenden","59
59",2,true
20,https://createmy-qr.com/tr/bulten-kayd-icin-qr-kodunu-e-postayla-gonderin,"Bülten Kayıtları için QR Kodunu E-postayla Gönder | CreateMy-QR
Bülten Kayıtları için QR Kodunu E-postayla Gönder | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Bülten Kayıtları için QR Kodunu E-postayla Gönder
Bülten Kayıtları için QR Kodunu E-postayla Gönder","49
49",2,true
